date,city,lat,long,pop,shop,brand,container,capacity,price,quantity,price_ml,profit,profit_per_capita
2014-06-30,Athens,37.96245,,668203.0,shop_3,adult-cola,glass-500ml,500.0,1.26,17515.0,0.00252,22068.9,0.03302723872835052
2014-06-30,Athens,37.96245,23.687079999999998,668203.0,shop_3,adult-cola,plastic-1.5lt,1500.0,0.94,36735.0,0.0006266666666666666,34530.9,0.051677259754894844
2014-06-30,Athens,37.96245,23.687079999999998,668203.0,shop_3,adult-cola,can-330ml,330.0,0.56,37225.0,0.0016969696969696972,20846.000000000004,0.031197106268604006
2014-06-30,Athens,37.96245,23.687079999999998,668203.0,shop_3,orange-power,glass-500ml,500.0,0.86,35027.0,0.00172,30123.22,0.045080940971531105
2014-06-30,Athens,37.96245,23.687079999999998,668203.0,shop_3,orange-power,can-330ml,330.0,0.53,32750.0,0.001606060606060606,17357.5,0.02597638741520167
2014-06-30,Athens,37.96245,23.687079999999998,668203.0,shop_3,gazoza,glass-500ml,500.0,0.39,73781.0,0.00078,28774.59,0.04306264712968963
2014-06-30,Athens,37.96245,23.687079999999998,668203.0,shop_3,gazoza,plastic-1.5lt,1500.0,1.13,27638.0,0.0007533333333333333,31230.94,0.04673870066431907
2014-06-30,Athens,37.96245,23.687079999999998,668203.0,shop_3,gazoza,can-330ml,330.0,0.32,52898.0,0.0009696969696969697,16927.36,0.02533266088299514
2014-06-30,Athens,37.96245,23.687079999999998,668203.0,shop_3,lemon-boost,glass-500ml,500.0,0.89,23905.0,0.0017800000000000001,21275.45,0.031839800180484074
2014-06-30,Athens,37.96245,23.687079999999998,668203.0,shop_3,lemon-boost,can-330ml,330.0,0.45,37614.0,0.0013636363636363637,16926.3,0.025331074538725507
2014-06-30,Larisa,39.63689,22.41761,140563.0,shop_5,kinder-cola,glass-500ml,500.0,1.28,14922.0,0.00256,19100.16,0.1358832694236748
2014-06-30,Larisa,39.63689,22.41761,140563.0,shop_5,kinder-cola,plastic-1.5lt,1500.0,2.3,15187.0,0.0015333333333333332,34930.1,0.2485013837211784
2014-06-30,Larisa,39.63689,22.41761,140563.0,shop_5,kinder-cola,can-330ml,330.0,0.94,13491.0,0.0028484848484848484,12681.539999999999,0.09021961682661866
2014-06-30,Larisa,39.63689,22.41761,140563.0,shop_5,adult-cola,glass-500ml,500.0,1.28,20819.0,0.00256,26648.32,0.18958274937216762
2014-06-30,Larisa,39.63689,22.41761,140563.0,shop_5,adult-cola,plastic-1.5lt,1500.0,1.74,27121.0,0.00116,47190.54,0.33572519083969465
2014-06-30,Larisa,39.63689,22.41761,140563.0,shop_5,adult-cola,can-330ml,330.0,0.68,35764.0,0.002060606060606061,24319.52,0.17301508931937992
2014-06-30,Larisa,39.63689,22.41761,140563.0,shop_5,orange-power,glass-500ml,500.0,0.71,48437.0,0.0014199999999999998,34390.27,0.2446608993831947
2014-06-30,Larisa,39.63689,22.41761,140563.0,shop_5,orange-power,plastic-1.5lt,1500.0,2.05,27977.0,0.0013666666666666666,57352.85,0.4080223814232764
2014-06-30,Larisa,39.63689,22.41761,140563.0,shop_5,orange-power,can-330ml,330.0,0.43,39106.0,0.001303030303030303,16815.579999999998,0.11963020140435249
2014-06-30,Larisa,39.63689,22.41761,140563.0,shop_5,gazoza,glass-500ml,500.0,0.71,32201.0,0.0014199999999999998,22862.71,0.16265098212189552
2014-06-30,Larisa,39.63689,22.41761,140563.0,shop_5,gazoza,plastic-1.5lt,1500.0,0.49,50528.0,0.0003266666666666667,24758.72,0.1761396669109225
2014-06-30,Larisa,39.63689,22.41761,140563.0,shop_5,gazoza,can-330ml,330.0,0.37,46894.0,0.0011212121212121212,17350.78,0.12343774677546722
2014-06-30,Larisa,39.63689,22.41761,140563.0,shop_5,lemon-boost,plastic-1.5lt,1500.0,1.41,27665.0,0.00094,39007.649999999994,0.2775100844461202
2014-06-30,Larisa,39.63689,22.41761,140563.0,shop_5,lemon-boost,can-330ml,330.0,0.44,37376.0,0.0013333333333333333,16445.44,0.11699693375923961
2014-06-30,Larisa,39.63689,22.41761,140563.0,shop_5,lemon-boost,glass-500ml,500.0,1.31,10911.0,0.00262,14293.41,0.10168685927306617
2014-06-30,Athens,37.96245,23.687079999999998,668203.0,shop_3,orange-power,plastic-1.5lt,1500.0,1.41,30899.0,0.00094,43567.59,0.06520112899822358
2014-06-30,Thessaloniki,40.643609999999995,22.93086,349232.0,shop_4,adult-cola,glass-500ml,500.0,1.09,38660.0,0.00218,42139.4,0.120663054931965
2014-06-30,Athens,37.96245,23.687079999999998,668203.0,shop_3,lemon-boost,plastic-1.5lt,1500.0,1.82,15019.0,0.0012133333333333334,27334.58,0.04090759843939641
2014-06-30,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,gazoza,glass-500ml,500.0,0.62,63052.0,0.00124,39092.24,0.2870166370537877
2014-06-30,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,gazoza,can-330ml,330.0,0.33,74892.0,0.001,24714.36,0.181453723146503
2014-06-30,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,lemon-boost,can-330ml,330.0,0.48,46575.0,0.0014545454545454545,22356.0,0.16413855890515558
2014-06-30,Patra,38.244440000000004,21.73444,167242.0,shop_6,kinder-cola,can-330ml,330.0,0.7,44692.0,0.002121212121212121,31284.399999999998,0.1870606665789694
2014-06-30,Thessaloniki,40.643609999999995,22.93086,349232.0,shop_4,adult-cola,plastic-1.5lt,1500.0,3.08,23214.0,0.0020533333333333332,71499.12,0.20473244147157188
2014-06-30,Athens,37.97945,23.71622,668203.0,shop_1,orange-power,can-330ml,330.0,0.49,47410.0,0.001484848484848485,23230.899999999998,0.034766231220153154
2014-07-31,Athens,37.97945,23.71622,668203.0,shop_1,kinder-cola,glass-500ml,500.0,1.18,22839.0,0.0023599999999999997,26950.019999999997,0.04033208471078399
2014-07-31,Athens,37.97945,23.71622,668203.0,shop_1,kinder-cola,plastic-1.5lt,1500.0,3.54,13033.0,0.00236,46136.82,0.06904611323205673
2014-07-31,Athens,37.97945,23.71622,668203.0,shop_1,kinder-cola,can-330ml,330.0,0.54,37056.0,0.0016363636363636365,20010.24,0.029946348639560135
2014-07-31,Athens,37.97945,23.71622,668203.0,shop_1,adult-cola,glass-500ml,500.0,1.28,21410.0,0.00256,27404.8,0.04101268626450345
2014-07-31,Athens,37.97945,23.71622,668203.0,shop_1,orange-power,glass-500ml,500.0,1.06,25271.0,0.00212,26787.260000000002,0.040088506037835814
2014-07-31,Athens,37.97945,23.71622,668203.0,shop_1,orange-power,plastic-1.5lt,1500.0,1.81,26577.0,0.0012066666666666667,48104.37,0.07199065254121877
2014-07-31,Athens,37.97945,23.71622,668203.0,shop_1,orange-power,can-330ml,330.0,0.42,67881.0,0.0012727272727272726,28510.02,0.04266670457929701
2014-07-31,Athens,37.97945,23.71622,668203.0,shop_1,gazoza,glass-500ml,500.0,0.7,44527.0,0.0014,31168.899999999998,0.04664585462800975
2014-07-31,Athens,37.97945,23.71622,668203.0,shop_1,gazoza,can-330ml,330.0,0.4,38962.0,0.0012121212121212121,15584.800000000001,0.023323451106924097
2014-07-31,Athens,37.97945,23.71622,668203.0,shop_1,lemon-boost,glass-500ml,500.0,1.06,28449.0,0.00212,30155.940000000002,0.04512990812672197
2014-07-31,Athens,37.97945,23.71622,668203.0,shop_1,lemon-boost,plastic-1.5lt,1500.0,2.32,19203.0,0.0015466666666666665,44550.96,0.06667279254956951
2014-07-31,Athens,37.97945,23.71622,668203.0,shop_1,lemon-boost,can-330ml,330.0,0.44,46080.0,0.0013333333333333333,20275.2,0.030342874844919883
2014-07-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,kinder-cola,glass-500ml,500.0,1.33,24579.0,0.00266,32690.070000000003,0.2400116738373886
2014-07-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,kinder-cola,can-330ml,330.0,0.81,26382.0,0.002454545454545455,21369.420000000002,0.15689505293608025
2014-07-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,adult-cola,glass-500ml,500.0,1.14,38114.0,0.00228,43449.96,0.31901117457893424
2014-07-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,adult-cola,plastic-1.5lt,1500.0,3.32,16859.0,0.002213333333333333,55971.88,0.41094756317822057
2014-07-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,adult-cola,can-330ml,330.0,0.59,55251.0,0.0017878787878787877,32598.089999999997,0.23933635335751308
2014-07-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,orange-power,glass-500ml,500.0,0.95,50710.0,0.0019,48174.5,0.35369891778387985
2014-07-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,orange-power,can-330ml,330.0,0.48,60896.0,0.0014545454545454545,29230.079999999998,0.21460830237441447
2014-07-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,gazoza,glass-500ml,500.0,0.65,62885.0,0.0013,40875.25,0.30010756082876905
2014-07-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,gazoza,plastic-1.5lt,1500.0,1.02,53659.0,0.00068,54732.18,0.40184564103317133
2014-07-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,gazoza,can-330ml,330.0,0.28,123384.0,0.0008484848484848486,34547.520000000004,0.2536491387791663
2014-07-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,lemon-boost,glass-500ml,500.0,1.04,34556.0,0.0020800000000000003,35938.24,0.26385985521504823
2014-07-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,lemon-boost,plastic-1.5lt,1500.0,2.2,23431.0,0.0014666666666666667,51548.200000000004,0.3784687449523502
2014-07-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,lemon-boost,can-330ml,330.0,0.63,34533.0,0.0019090909090909091,21755.79,0.1597317954215063
2014-07-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,kinder-cola,glass-500ml,500.0,1.31,34148.0,0.00262,44733.880000000005,0.26747993924971003
2014-07-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,adult-cola,glass-500ml,500.0,1.37,37733.0,0.0027400000000000002,51694.21000000001,0.30909825283122666
2014-07-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,adult-cola,plastic-1.5lt,1500.0,2.62,38503.0,0.0017466666666666668,100877.86,0.6031849654990972
2014-07-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,adult-cola,can-330ml,330.0,0.74,56222.0,0.0022424242424242424,41604.28,0.2487669365350809
2014-07-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,orange-power,glass-500ml,500.0,0.67,98662.0,0.00134,66103.54000000001,0.3952568134798675
2014-07-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,orange-power,plastic-1.5lt,1500.0,1.92,52901.0,0.0012799999999999999,101569.92,0.6073230408629411
2014-07-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,orange-power,can-330ml,330.0,0.51,79730.0,0.0015454545454545454,40662.3,0.24313449970701143
2014-07-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,gazoza,glass-500ml,500.0,0.64,89670.0,0.00128,57388.8,0.3431482522332907
2014-07-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,gazoza,plastic-1.5lt,1500.0,0.95,78124.0,0.0006333333333333333,74217.8,0.44377488908288587
2014-07-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,gazoza,can-330ml,330.0,0.35,85122.0,0.0010606060606060605,29792.699999999997,0.178141256382966
2014-07-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,lemon-boost,plastic-1.5lt,1500.0,1.88,41639.0,0.0012533333333333333,78281.31999999999,0.46807213499001443
2014-07-31,Thessaloniki,40.643609999999995,22.93086,349232.0,shop_4,kinder-cola,glass-500ml,500.0,1.03,33960.0,0.00206,34978.8,0.10015920648737803
2014-07-31,Thessaloniki,40.643609999999995,22.93086,349232.0,shop_4,kinder-cola,plastic-1.5lt,1500.0,3.71,15502.0,0.0024733333333333335,57512.42,0.16468256059009484
2014-07-31,Thessaloniki,40.643609999999995,22.93086,349232.0,shop_4,kinder-cola,can-330ml,330.0,0.71,30879.0,0.0021515151515151512,21924.09,0.06277801003344481
2014-07-31,Thessaloniki,40.643609999999995,22.93086,349232.0,shop_4,adult-cola,plastic-1.5lt,1500.0,2.41,34001.0,0.0016066666666666668,81942.41,0.2346360299170752
2014-07-31,Thessaloniki,40.643609999999995,22.93086,349232.0,shop_4,orange-power,glass-500ml,500.0,0.74,64258.0,0.00148,47550.92,0.1361585421725386
2014-07-31,Thessaloniki,40.643609999999995,22.93086,349232.0,shop_4,orange-power,plastic-1.5lt,1500.0,1.45,52261.0,0.0009666666666666667,75778.45,0.21698598639299949
2014-07-31,Thessaloniki,40.643609999999995,22.93086,349232.0,shop_4,orange-power,can-330ml,330.0,0.34,99834.0,0.0010303030303030305,33943.560000000005,0.09719487332203236
2014-07-31,Thessaloniki,40.643609999999995,22.93086,349232.0,shop_4,gazoza,glass-500ml,500.0,0.61,74450.0,0.00122,45414.5,0.13004106152929856
2014-07-31,Thessaloniki,40.643609999999995,22.93086,349232.0,shop_4,gazoza,can-330ml,330.0,0.32,86851.0,0.0009696969696969697,27792.32,0.07958125257708343
2014-07-31,Thessaloniki,40.643609999999995,22.93086,349232.0,shop_4,lemon-boost,glass-500ml,500.0,0.84,46574.0,0.0016799999999999999,39122.159999999996,0.11202341137123745
2014-07-31,Thessaloniki,40.643609999999995,22.93086,349232.0,shop_4,lemon-boost,plastic-1.5lt,1500.0,1.64,38050.0,0.0010933333333333333,62401.99999999999,0.17868351124753742
2014-07-31,Thessaloniki,40.643609999999995,22.93086,349232.0,shop_4,lemon-boost,can-330ml,330.0,0.63,38144.0,0.0019090909090909091,24030.72,0.06881018921519219
2014-07-31,Athens,37.96245,23.687079999999998,668203.0,shop_3,kinder-cola,glass-500ml,500.0,1.73,8426.0,0.00346,14576.98,0.021815196878792822
2014-07-31,Athens,37.96245,23.687079999999998,668203.0,shop_3,kinder-cola,plastic-1.5lt,1500.0,3.38,9939.0,0.0022533333333333333,33593.82,0.05027487155849345
2014-07-31,Athens,37.96245,23.687079999999998,668203.0,shop_3,kinder-cola,can-330ml,330.0,0.76,21800.0,0.002303030303030303,16568.0,0.024794860244566397
2014-07-31,Athens,37.96245,23.687079999999998,668203.0,shop_3,adult-cola,glass-500ml,500.0,1.36,17934.0,0.00272,24390.24,0.036501242885769745
2014-07-31,Athens,37.96245,23.687079999999998,668203.0,shop_3,adult-cola,plastic-1.5lt,1500.0,3.22,10931.0,0.002146666666666667,35197.82,0.05267533967970811
2014-07-31,Athens,37.96245,23.687079999999998,668203.0,shop_3,orange-power,glass-500ml,500.0,0.85,43936.0,0.0017,37345.6,0.055889602411243286
2014-07-31,Athens,37.96245,23.687079999999998,668203.0,shop_3,orange-power,plastic-1.5lt,1500.0,1.0,51922.0,0.0006666666666666666,51922.0,0.07770393129034141
2014-07-31,Athens,37.96245,23.687079999999998,668203.0,shop_3,orange-power,can-330ml,330.0,0.49,53229.0,0.001484848484848485,26082.21,0.03903336261585177
2014-07-31,Athens,37.96245,23.687079999999998,668203.0,shop_3,gazoza,glass-500ml,500.0,0.62,50268.0,0.00124,31166.16,0.04664175407772787
2014-07-31,Athens,37.96245,23.687079999999998,668203.0,shop_3,gazoza,plastic-1.5lt,1500.0,0.78,40341.0,0.0005200000000000001,31465.98,0.0470904500578417
2014-07-31,Athens,37.96245,23.687079999999998,668203.0,shop_3,gazoza,can-330ml,330.0,0.38,40827.0,0.0011515151515151514,15514.26,0.02321788438543377
2014-07-31,Athens,37.96245,23.687079999999998,668203.0,shop_3,lemon-boost,glass-500ml,500.0,1.05,20966.0,0.0021000000000000003,22014.3,0.03294552703295256
2014-07-31,Athens,37.96245,23.687079999999998,668203.0,shop_3,lemon-boost,plastic-1.5lt,1500.0,1.89,16990.0,0.0012599999999999998,32111.1,0.0480559051665437
2014-07-31,Athens,37.96245,23.687079999999998,668203.0,shop_3,lemon-boost,can-330ml,330.0,0.44,41955.0,0.0013333333333333333,18460.2,0.02762663442097686
2014-07-31,Larisa,39.63689,22.41761,140563.0,shop_5,kinder-cola,glass-500ml,500.0,1.39,16046.0,0.00278,22303.94,0.1586757539324004
2014-07-31,Larisa,39.63689,22.41761,140563.0,shop_5,kinder-cola,plastic-1.5lt,1500.0,1.76,23103.0,0.0011733333333333333,40661.28,0.2892744178766816
2014-07-31,Larisa,39.63689,22.41761,140563.0,shop_5,kinder-cola,can-330ml,330.0,0.84,16234.0,0.002545454545454545,13636.56,0.09701386566877485
2014-07-31,Larisa,39.63689,22.41761,140563.0,shop_5,adult-cola,glass-500ml,500.0,1.39,21438.0,0.00278,29798.82,0.21199618676323073
2014-07-31,Larisa,39.63689,22.41761,140563.0,shop_5,adult-cola,plastic-1.5lt,1500.0,2.24,26293.0,0.0014933333333333335,58896.32000000001,0.4190030093267788
2014-07-31,Larisa,39.63689,22.41761,140563.0,shop_5,adult-cola,can-330ml,330.0,0.67,41265.0,0.0020303030303030303,27647.550000000003,0.19669151910531224
2014-07-31,Larisa,39.63689,22.41761,140563.0,shop_5,orange-power,glass-500ml,500.0,0.81,42723.0,0.0016200000000000001,34605.630000000005,0.2461930237687016
2014-07-31,Larisa,39.63689,22.41761,140563.0,shop_5,orange-power,plastic-1.5lt,1500.0,1.55,43719.0,0.0010333333333333334,67764.45,0.4820930828169575
2014-07-31,Larisa,39.63689,22.41761,140563.0,shop_5,gazoza,glass-500ml,500.0,0.6,48725.0,0.0012,29235.0,0.20798503162283105
2014-07-31,Larisa,39.63689,22.41761,140563.0,shop_5,gazoza,plastic-1.5lt,1500.0,1.25,29409.0,0.0008333333333333334,36761.25,0.26152863840413193
2014-07-31,Larisa,39.63689,22.41761,140563.0,shop_5,gazoza,can-330ml,330.0,0.31,48003.0,0.0009393939393939394,14880.93,0.10586662208404772
2014-07-31,Larisa,39.63689,22.41761,140563.0,shop_5,lemon-boost,plastic-1.5lt,1500.0,2.53,13148.0,0.0016866666666666666,33264.439999999995,0.23665146589073935
2014-07-31,Larisa,39.63689,22.41761,140563.0,shop_5,lemon-boost,can-330ml,330.0,0.48,42622.0,0.0014545454545454545,20458.559999999998,0.1455472635046207
2014-07-31,Larisa,39.63689,22.41761,140563.0,shop_5,orange-power,can-330ml,330.0,0.45,61517.0,0.0013636363636363637,27682.65,0.1969412291997183
2014-07-31,Athens,37.97945,23.71622,668203.0,shop_1,adult-cola,plastic-1.5lt,1500.0,2.06,27797.0,0.0013733333333333334,57261.82,0.08569524530718958
2014-07-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,lemon-boost,glass-500ml,500.0,1.08,38718.0,0.00216,41815.44,0.25002953803470424
2014-07-31,Thessaloniki,40.643609999999995,22.93086,349232.0,shop_4,adult-cola,can-330ml,330.0,0.54,63333.0,0.0016363636363636365,34199.82,0.09792865487698722
2014-07-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,orange-power,plastic-1.5lt,1500.0,0.98,54289.0,0.0006533333333333333,53203.22,0.3906199615277309
2014-07-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,kinder-cola,plastic-1.5lt,1500.0,4.14,11719.0,0.00276,48516.659999999996,0.3562110688536145
2014-07-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,kinder-cola,can-330ml,330.0,0.71,43443.0,0.0021515151515151512,30844.53,0.18443052582485261
2014-07-31,Thessaloniki,40.643609999999995,22.93086,349232.0,shop_4,gazoza,plastic-1.5lt,1500.0,0.91,71844.0,0.0006066666666666667,65378.04,0.18720518165574748
2014-07-31,Athens,37.96245,23.687079999999998,668203.0,shop_3,adult-cola,can-330ml,330.0,0.66,36256.0,0.002,23928.960000000003,0.035810913749264824
2014-07-31,Athens,37.97945,23.71622,668203.0,shop_1,gazoza,plastic-1.5lt,1500.0,1.35,27088.0,0.0009000000000000001,36568.8,0.054727081440819635
2014-07-31,Thessaloniki,40.643609999999995,22.93086,349232.0,shop_4,adult-cola,glass-500ml,500.0,1.17,37882.0,0.00234,44321.939999999995,0.12691259678379987
2014-07-31,Athens,37.97945,23.71622,668203.0,shop_1,adult-cola,can-330ml,330.0,0.62,47558.0,0.0018787878787878789,29485.96,0.04412724875524354
2014-07-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,lemon-boost,can-330ml,330.0,0.62,47891.0,0.0018787878787878789,29692.42,0.1775416462371892
2014-07-31,Larisa,39.63689,22.41761,140563.0,shop_5,lemon-boost,glass-500ml,500.0,0.82,29015.0,0.00164,23792.3,0.16926431564494213
2014-07-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,kinder-cola,plastic-1.5lt,1500.0,3.57,20373.0,0.0023799999999999997,72731.61,0.4348884251563602
2014-08-31,Athens,37.97945,23.71622,668203.0,shop_1,kinder-cola,can-330ml,330.0,0.46,31826.0,0.001393939393939394,14639.960000000001,0.021909449673228047
2014-08-31,Athens,37.97945,23.71622,668203.0,shop_1,adult-cola,can-330ml,330.0,0.47,46029.0,0.0014242424242424242,21633.629999999997,0.03237583488849945
2014-08-31,Athens,37.97945,23.71622,668203.0,shop_1,orange-power,glass-500ml,500.0,0.72,47844.0,0.0014399999999999999,34447.68,0.05155271676421686
2014-08-31,Athens,37.97945,23.71622,668203.0,shop_1,orange-power,plastic-1.5lt,1500.0,1.66,29176.0,0.0011066666666666666,48432.159999999996,0.07248120705833407
2014-08-31,Athens,37.97945,23.71622,668203.0,shop_1,orange-power,can-330ml,330.0,0.42,57358.0,0.0012727272727272726,24090.36,0.03605245711258405
2014-08-31,Athens,37.97945,23.71622,668203.0,shop_1,gazoza,glass-500ml,500.0,0.59,47669.0,0.0011799999999999998,28124.71,0.04209006843728627
2014-08-31,Athens,37.97945,23.71622,668203.0,shop_1,gazoza,plastic-1.5lt,1500.0,0.87,46075.0,0.00058,40085.25,0.05998962890019949
2014-08-31,Athens,37.97945,23.71622,668203.0,shop_1,gazoza,can-330ml,330.0,0.38,36450.0,0.0011515151515151514,13851.0,0.020728730640239567
2014-08-31,Athens,37.97945,23.71622,668203.0,shop_1,lemon-boost,glass-500ml,500.0,0.83,33957.0,0.00166,28184.309999999998,0.04217926288867305
2014-08-31,Athens,37.97945,23.71622,668203.0,shop_1,lemon-boost,plastic-1.5lt,1500.0,2.07,20451.0,0.00138,42333.57,0.06335435488915793
2014-08-31,Athens,37.97945,23.71622,668203.0,shop_1,lemon-boost,can-330ml,330.0,0.62,26873.0,0.0018787878787878789,16661.26,0.024934428609269935
2014-08-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,kinder-cola,glass-500ml,500.0,1.15,21652.0,0.0023,24899.8,0.18281523031967226
2014-08-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,kinder-cola,can-330ml,330.0,0.8,22290.0,0.0024242424242424242,17832.0,0.13092318761839034
2014-08-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,adult-cola,glass-500ml,500.0,1.21,33091.0,0.00242,40040.11,0.2939759328056857
2014-08-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,adult-cola,plastic-1.5lt,1500.0,1.77,37356.0,0.00118,66120.12,0.48545630754320784
2014-08-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,adult-cola,can-330ml,330.0,0.64,37205.0,0.0019393939393939393,23811.2,0.1748226898283432
2014-08-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,orange-power,glass-500ml,500.0,0.93,37648.0,0.00186,35012.64,0.2570640666069514
2014-08-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,orange-power,plastic-1.5lt,1500.0,2.13,26197.0,0.0014199999999999998,55799.61,0.40968275062040205
2014-08-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,orange-power,can-330ml,330.0,0.57,38585.0,0.001727272727272727,21993.449999999997,0.16147670371947545
2014-08-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,gazoza,glass-500ml,500.0,0.62,56424.0,0.00124,34982.88,0.25684556761281035
2014-08-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,gazoza,plastic-1.5lt,1500.0,0.72,51654.0,0.00047999999999999996,37190.88,0.2730567833071467
2014-08-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,gazoza,can-330ml,330.0,0.25,85681.0,0.0007575757575757576,21420.25,0.15726824863071026
2014-08-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,lemon-boost,plastic-1.5lt,1500.0,1.85,24649.0,0.0012333333333333335,45600.65,0.334801618184755
2014-08-31,Irakleion,35.327870000000004,25.14341,136202.0,shop_2,lemon-boost,can-330ml,330.0,0.57,35518.0,0.001727272727272727,20245.26,0.1486414296412681
2014-08-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,kinder-cola,glass-500ml,500.0,1.02,37534.0,0.00204,38284.68,0.22891785556259792
2014-08-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,kinder-cola,can-330ml,330.0,0.75,38096.0,0.0022727272727272726,28572.0,0.17084225254421737
2014-08-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,adult-cola,glass-500ml,500.0,1.11,53278.0,0.00222,59138.58,0.35361081546501477
2014-08-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,adult-cola,plastic-1.5lt,1500.0,3.3,24346.0,0.0021999999999999997,80341.8,0.4803924851412923
2014-08-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,adult-cola,can-330ml,330.0,0.47,78593.0,0.0014242424242424242,36938.71,0.22086981739036846
2014-08-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,orange-power,can-330ml,330.0,0.52,60069.0,0.0015757575757575758,31235.88,0.18677054806806903
2014-08-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,gazoza,plastic-1.5lt,1500.0,1.14,51349.0,0.0007599999999999999,58537.85999999999,0.35001889477523584
2014-08-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,gazoza,can-330ml,330.0,0.27,119725.0,0.0008181818181818183,32325.750000000004,0.19328727233589652
2014-08-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,lemon-boost,glass-500ml,500.0,1.01,43750.0,0.00202,44187.5,0.26421293694167736
2014-08-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,lemon-boost,plastic-1.5lt,1500.0,2.45,25616.0,0.0016333333333333334,62759.200000000004,0.3752598031594935
2014-08-31,Patra,38.244440000000004,21.73444,167242.0,shop_6,lemon-boost,can-330ml,330.0,0.65,43140.0,0.00196969696969697,28041.0,0.16766721278147834
2014-08-31,Thessaloniki,40.643609999999995,22.93086,349232.0,shop_4,kinder-cola,glass-500ml,500.0,1.38,18945.0,0.00276,26144.1,0.07486169652265542
2014-08-31,Thessaloniki,40.643609999999995,22.93086,349232.0,shop_4,kinder-cola,plastic-1.5lt,1500.0,3.32,15132.0,0.002213333333333333,50238.24,0.1438534842167957
2014-08-31,Thessaloniki,40.643609999999995,22.93086,349232.0,shop_4,kinder-cola,can-330ml,330.0,0.85,21736.0,0.002575757575757576,18475.6,0.05290351399642644
2014-08-31,Thessaloniki,40.643609999999995,22.93086,349232.0,shop_4,adult-cola,glass-500ml,500.0,0.92,53766.0,0.00184,49464.72,0.1416385669125395
2014-08-31,Thessaloniki,40.643609999999995,22.93086,349232.0,shop_4,adult-cola,plastic-1.5lt,1500.0,3.53,15372.0,0.002353333333333333,54263.159999999996,0.15537854492142758
2014-08-31,Thessaloniki,40.643609999999995,22.93086,349232.0,shop_4,adult-cola,can-330ml,330.0,0.69,41215.0,0.0020909090909090908,28438.35,0.08143111169652265
2014-08-31,Thessaloniki,40.643609999999995,22.93086,349232.0,shop_4,orange-power,plastic-1.5lt,1500.0,1.88,35634.0,0.0012533333333333333,66991.92,0.1918264076602373
